,course_id,course_title,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,subject,year,month
0,288942,#1 Piano Hand Coordination: Play 10th Ballad in Eb Key songs,1,35,3137,18,68,All Levels,1.5,Musical Instruments,2014,09
1,1170074,#10 Hand Coordination - Transfer Chord Ballad 9 - C & Bb Key,1,75,1593,1,41,Intermediate Level,1,Musical Instruments,2017,04
2,1193886,#12 Hand Coordination: Let your Hands dance with Ballad 9,1,75,482,1,47,Intermediate Level,1.5,Musical Instruments,2017,04
3,1116700,#4 Piano Hand Coordination: Fun Piano Runs in 2 Beats C Key,1,75,850,3,43,Intermediate Level,1,Musical Instruments,2017,02
4,1120410,#5  Piano Hand Coordination:  Piano Runs in 2 Beats Eb Key,1,75,940,3,32,Intermediate Level,0.6,Musical Instruments,2017,02
5,1122832,#6 Piano Hand Coordination: Play Open 10 Ballad to 9/4 Song,1,65,2015,3,21,Intermediate Level,0.7,Musical Instruments,2017,03
6,1123184,#7 Piano Hand Coordination: Play Piano Runs in 3 Beats 9/4,1,65,2015,2,25,Intermediate Level,1,Musical Instruments,2017,03
7,768028,* An Integrated Approach to the Fundamentals of Accounting,1,200,134,14,123,All Levels,5.5,Business Finance,2016,03
8,206592,:::Beginners Guide To Creating Amazing Images with Canva:::,1,25,72,5,17,Beginner Level,1,Graphic Design,2014,04
9,738910,[Value Investing] Where White People Keep Their Money,1,200,2715,70,20,Expert Level,4,Business Finance,2016,05
10,591880,1 - Concepts of Statistics For Beginners Step by Step,1,200,273,4,15,Beginner Level,0.5,Business Finance,2015,08
11,64605,1 Hour CSS,1,100,18324,333,16,Beginner Level,1,Web Development,2013,07
12,64422,1 Hour HTML,1,200,16212,514,20,Beginner Level,1,Web Development,2013,07
13,63612,1 Hour JavaScript,1,200,22999,602,18,Beginner Level,1,Web Development,2013,07
14,72262,1 hour jQuery,1,100,5456,133,25,Beginner Level,1,Web Development,2013,08
15,145220,1. Principles of Simple Interest ,1,20,1074,6,13,All Levels,1,Business Finance,2014,01
16,302450,10 Numbers Every Business Owner Should Know,1,20,13,1,9,All Levels,1,Business Finance,2015,03
17,157336,10.  Bonds and Bond Pricing,1,20,308,4,10,All Levels,1,Business Finance,2014,02
18,897162,101 Awesome Rockabilly Guitar Licks,1,40,407,64,33,Intermediate Level,2.5,Musical Instruments,2016,08
19,384928,101 Blues riffs - learn how the harmonica superstars do it,1,200,1350,65,55,Intermediate Level,6.5,Musical Instruments,2015,01
20,1165268,15  Motion Graphic Elements in After Effect (Series 2),1,30,8,0,20,Intermediate Level,3,Graphic Design,2017,04
21,315716,15 Mandamientos para ganar dinero en Bolsa,1,20,45,2,49,All Levels,8.5,Business Finance,2014,10
22,759972,150 Rock Guitar Licks You MUST Know,1,45,252,14,21,All Levels,4.5,Musical Instruments,2016,02
23,550842,16 Guitar Chords to Jam With - (Beginner - Intermediate),1,20,1224,19,20,Beginner Level,1,Musical Instruments,2015,07
24,975916,17 Complete JavaScript   projects explained step by step,1,185,327,26,106,Beginner Level,9.5,Web Development,2016,10
25,638966,188% Profit in 1Year - Forex ALGO Robot Trading no indicator,1,120,357,71,20,All Levels,2,Business Finance,2016,05
26,486240,2 Easy Steps To Investment And Avoiding Traps,1,20,828,1,20,All Levels,1,Business Finance,2015,04
27,146454,2. Principles of Simple Interest - advanced problems,1,20,10,1,12,Intermediate Level,1.5,Business Finance,2014,01
28,54246,3 documentos clave para administrar tu empresa con éxito,1,45,40,6,18,Intermediate Level,1,Business Finance,2013,05
29,1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,1,20,18,0,6,All Levels,1.5,Business Finance,2017,02
30,687248,3 step formula for playing guitar by ear,1,25,3937,54,20,Beginner Level,1.5,Musical Instruments,2015,12
31,159388,3. Compound Interest ,1,20,570,2,21,All Levels,2,Business Finance,2014,02
32,1207112,30 Day Guitar Jump Start for Success,1,105,31,4,92,Beginner Level,4,Musical Instruments,2017,05
33,670640,31 Day Guitar Challenge,1,40,1029,22,32,Beginner Level,3.5,Musical Instruments,2015,11
34,592594,3D Programming with WebGL and Babylon.js for Beginners,1,200,549,49,18,Intermediate Level,2,Web Development,2015,08
35,1164876,3DS MAX - Learn 3Ds MAX tutorial for Beginners in Urdu Hindi,1,20,785,2,29,All Levels,4.5,Graphic Design,2017,04
36,975982,4 Easy Daily Forex Trades: A Recipe for Trading Success,1,200,319,19,12,All Levels,1,Business Finance,2016,11
37,1234656,4 Week Rhythm Mastery,1,20,0,0,28,Beginner Level,2.5,Musical Instruments,2017,07
38,155616,4. Ordinary Simple Annuities: The Basics,1,20,237,1,17,All Levels,1.5,Business Finance,2014,01
39,599652,48 Logo Designs and Techniques,1,20,113,9,48,All Levels,9,Graphic Design,2015,09
40,830568,5 Exotic Guitar Scales and How to Use Them Effectively,1,50,1319,101,21,Intermediate Level,1,Musical Instruments,2016,08
41,286070,5 lecciones que todo guitarrista debe tomar,0,0,4452,263,14,Beginner Level,1,Musical Instruments,2014,08
42,602450,6 Must Know Tricks to Successful Solos,1,35,469,38,30,All Levels,4,Musical Instruments,2015,09
43,166842,6. Annuities Due and Deferred,1,20,170,0,16,All Levels,1.5,Business Finance,2014,02
44,1231958,60 Minutes to Fundamental Accounting Skills,1,75,0,0,9,Beginner Level,2.5,Business Finance,2017,06
45,889824,61% Profit In 1 Month - Crush Your Forex Trading Paradigm,1,20,1027,29,25,All Levels,1.5,Business Finance,2016,07
46,606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,1,50,5354,24,23,All Levels,1.5,Business Finance,2015,09
47,1269190,7 Secrets To Designing In Black and White,1,100,1000,1,12,All Levels,1.5,Graphic Design,2017,06
48,988804,7 Steps: Your Introduction to Trading,1,25,1076,22,176,Beginner Level,5,Business Finance,2016,11
49,696630,"7 Ways A Beginner Guitarist Can Sound Better, Instantly!",0,0,4529,193,7,Beginner Level,0.6,Musical Instruments,2015,12
50,665042,8 Beautiful Ruby on Rails Apps in 30 Days & TDD - Immersive ,1,100,5962,466,132,All Levels,16,Web Development,2016,03
51,614668,8 Steps To Achieve Financial Freedom And Escape Debt,1,40,5,0,48,Beginner Level,5.5,Business Finance,2015,11
52,794036,8 Stunden professionelles Cinema 4D Training,1,50,18,1,38,All Levels,8.5,Graphic Design,2016,03
53,172298,8. Amortization Schedules,1,20,225,1,5,All Levels,1,Business Finance,2014,03
54,383852,88 Logic - The Essential Guide To Learning Piano,1,25,3,0,5,Beginner Level,0.5,Musical Instruments,2015,01
55,158140,9. Sinking Funds,1,20,205,1,5,All Levels,1,Business Finance,2014,02
56,304490,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course,1,35,4183,231,86,Intermediate Level,14,Web Development,2014,10
57,955914,A beginner`s guide to fingerpicking and strumming guitar',0,0,3481,29,20,Beginner Level,2,Musical Instruments,2016,09
58,435626,A Beginners Guide to creating Vector Graphics With Photoshop,1,20,1207,5,19,Beginner Level,2,Graphic Design,2015,04
59,1171994,A Beginner's Guide to Quantopian Futures API,1,20,936,6,11,Intermediate Level,1.5,Business Finance,2017,04
60,66383,A Beginners Guide to Technical Analysis of Stock Charts,1,40,829,78,50,Beginner Level,8.5,Business Finance,2013,09
61,221920,A Beginner's Guide to the Meteor JavaScript Framework,1,50,898,132,40,Beginner Level,2,Web Development,2014,09
62,247558,A Complete Guide to Becoming a Trader on the Forex Market,1,25,562,11,15,All Levels,1,Business Finance,2014,06
63,413713,A Complete Guide to Successful Freelance Logo Design Career,1,145,2745,61,67,All Levels,8.5,Graphic Design,2015,02
64,1023196,A Complete Laravel basics from beginner to expert,1,25,3492,61,12,All Levels,1.5,Web Development,2016,12
65,635570,A Guide to Analog Synths: For the modern EDM enthusiast.,1,20,29,4,37,All Levels,3.5,Musical Instruments,2016,04
66,904240,A Guide To Trade Binary Options Like An Expert,1,55,4,0,21,All Levels,1,Business Finance,2016,07
67,270976,A how to guide in HTML,0,0,7318,205,8,Beginner Level,0.6,Web Development,2014,08
68,76524,A new approach to piano and playing songs for beginners,1,50,7140,72,26,Beginner Level,1.5,Musical Instruments,2013,08
69,302484,A Practical Guide to Wealth Creation,1,35,6,0,7,All Levels,1,Business Finance,2016,11
70,366514,A Value Investing Approach to the Stock Market,1,20,1189,12,15,All Levels,1.5,Business Finance,2015,02
71,281690,A Very Complete Introduction To Laravel,1,20,2320,114,43,All Levels,6,Web Development,2014,08
72,146450,A Year's Worth of Piano Lessons in One Weekend,1,20,244,25,33,Beginner Level,6,Musical Instruments,2014,04
73,223884,初めてのiDraw入門,1,20,13,0,14,All Levels,1.5,Graphic Design,2014,06
74,1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,0,0,338,7,6,Beginner Level,1,Business Finance,2017,05
75,766320,สร้างงานกราฟฟิคแอพพลิเคชั่นมือถือด้วย Adobe Illustrator,1,20,25,5,30,Beginner Level,9.5,Graphic Design,2016,02
76,421546,สอนเทรดไบนารี่ อ๊อฟชั่นอย่างง่าย,0,0,2079,258,25,All Levels,2,Business Finance,2015,02
77,1250694,カードゲームでカンタンに理解する！経済とお金のキホン,1,20,103,3,18,Beginner Level,1,Business Finance,2017,06
78,829182,【個人事業主向け】青色申告の記帳を自力で行うための複式簿記の基本,1,30,41,3,37,Beginner Level,3,Business Finance,2016,05
79,1129652,【すぐに覚える！】ASALATO-アサラト(打楽器)初心者向け入門講座,1,20,5,1,7,Beginner Level,0.6,Musical Instruments,2017,04
80,1005312,【１日でマスター！】今日からはじめる資産形成,1,20,7183,819,14,Beginner Level,1,Business Finance,2017,01
81,814200,商業好設計-Illustrator個性商品設計,1,20,20,3,5,Beginner Level,0.7,Graphic Design,2016,04
82,1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,1,25,3840,296,33,Intermediate Level,1.5,Business Finance,2017,02
83,597868,こどもギターレッスン　リトルギタリストⅠ,1,20,69,1,53,Beginner Level,3,Musical Instruments,2015,11
84,687742,こどもギターレッスン　リトルギタリストⅡ,1,20,2,0,47,Beginner Level,3.5,Musical Instruments,2016,02
85,847808,こどもギターレッスン　リトルギタリストⅢ（完結編）,1,20,3,0,36,Beginner Level,1,Musical Instruments,2016,10
86,733654,なぞるだけですぐできる! 簡単手描きイラスト講座,1,30,123,12,48,Beginner Level,3,Graphic Design,2016,02
87,1139792,会声会影深度教学,1,200,3,2,12,Beginner Level,0.6,Graphic Design,2017,03
88,1093446,ABC do Adobe Illustrator,1,35,115,15,56,Beginner Level,5.5,Graphic Design,2017,02
89,1009068,ABC do Photoshop CC,1,45,431,99,80,Beginner Level,7.5,Graphic Design,2016,11
90,961774,ABC DO VIOLÃO E GUITARRA,1,85,25,2,30,Beginner Level,2.5,Musical Instruments,2017,03
91,1265814,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,1,20,0,0,5,Beginner Level,0.5,Musical Instruments,2017,07
92,548764,ACCA FA1 Recording Financial Transactions,1,50,49,8,27,Beginner Level,3.5,Business Finance,2015,07
93,557436,ACCA MA1 Management Information,1,50,16,1,48,Beginner Level,3.5,Business Finance,2015,08
94,535650,Accelerate Your Guitar Learning With Metal Techniques,1,20,1305,25,68,All Levels,6.5,Musical Instruments,2015,08
95,886614,Accelerated ES6 JavaScript Training,1,110,5811,850,114,Intermediate Level,6,Web Development,2016,07
96,886300,Accelerated JavaScript Training,1,110,4720,1017,126,All Levels,7.5,Web Development,2016,07
97,557208,Accounting - Basic Costing ,1,40,108,2,37,Beginner Level,3.5,Business Finance,2015,08
98,1219820,Accounting - The 6 most important rules you must learn,1,20,0,0,9,All Levels,1,Business Finance,2017,05
99,640100,Accounting & Financial Statement Analysis: Complete Training,1,150,10042,594,43,All Levels,3,Business Finance,2015,10
100,317572,Accounting 1 Simplified for You,1,45,2490,95,13,Beginner Level,3,Business Finance,2014,11
101,174800,Accounting 101: Guide to Business Accounting,1,50,2031,15,29,Beginner Level,14.5,Business Finance,2014,04
102,402836,Accounting 101: How to read an Accounting Balance Sheet,1,200,3050,86,22,Beginner Level,2,Business Finance,2015,01
103,267984,Accounting 101: Learn Business Finance Forecasting in 60mins,1,95,1730,12,12,All Levels,1.5,Business Finance,2014,07
104,607362,Accounting 101-Master Class for Understanding Business,1,20,37,2,43,All Levels,2.5,Business Finance,2015,10
105,174790,Accounting 102: Guide to Business Accounting,1,50,1280,1,27,Intermediate Level,8.5,Business Finance,2014,05
106,354324,Accounting 2 Simplified for You,1,45,1446,23,27,Beginner Level,5,Business Finance,2014,12
107,1029322,Accounting and Business Basics,1,200,5,0,10,All Levels,2,Business Finance,2017,01
108,471440,Accounting and Finance for Bankers - A Comprehensive Study,1,180,3056,9,316,All Levels,24.5,Business Finance,2015,04
109,531710,Accounting and the Triple Bottom Line,1,30,6,2,19,Intermediate Level,0.6,Business Finance,2015,07
110,510178,Accounting Bank Reconciliation Statement (College Level),1,20,2189,4,16,All Levels,1.5,Business Finance,2015,05
111,494800,Accounting Basics - A Complete Study,1,180,1132,70,332,All Levels,29,Business Finance,2015,05
112,671548,Accounting Basics 101 for Understanding Business,1,20,7,2,18,All Levels,1,Business Finance,2016,01
113,773650,"Accounting Basics by Hector Garcia, CPA",0,0,1924,120,5,Beginner Level,1,Business Finance,2016,02
114,441112,Accounting Basics in 66 Minutes (absolutely for beginners),1,25,4086,31,14,All Levels,1.5,Business Finance,2015,03
115,521234,Accounting Books of Accounts (College Level),1,20,911,2,18,All Levels,1.5,Business Finance,2015,06
116,138004,Accounting Concepts For Technocrats,1,20,261,2,35,Beginner Level,2.5,Business Finance,2013,12
117,739972,Accounting Cycle: Learn the concepts in 60 minutes,1,20,26,3,14,All Levels,1,Business Finance,2016,01
118,577256,Accounting Department's Tips & Tricks - Beginner to Advanced,1,95,1222,14,61,All Levels,6,Business Finance,2015,10
119,655300,Accounting for Beginners : Learn Basics in under 1 Hour,1,50,1971,13,20,Beginner Level,1.5,Business Finance,2015,12
120,378464,Accounting for CA CPT Exams Part I,1,50,874,2,120,All Levels,13.5,Business Finance,2014,12
121,394636,Accounting for Deferred Taxes (Professional Course Level),1,25,2924,6,11,All Levels,1.5,Business Finance,2015,01
122,258174,Accounting for Depreciation (Collage Level),1,20,576,1,14,All Levels,1,Business Finance,2014,07
123,298044,Accounting for everyone! ,1,35,420,2,14,Beginner Level,1,Business Finance,2014,11
124,508796,Accounting for School Students,1,30,1311,2,12,All Levels,1.5,Business Finance,2015,05
125,48841,Accounting in 60 Minutes - A Brief Introduction,0,0,56659,4397,16,Beginner Level,1.5,Business Finance,2013,04
126,221306,Accounting Is Easy (for Beginners),1,20,3870,12,90,All Levels,9,Business Finance,2014,05
127,567070,Accounting Made Easy 2,1,50,4034,8,40,Intermediate Level,3,Business Finance,2015,09
128,640062,Accounting Made Easy: A Quick Guide to Financial Accounting,1,95,274,41,18,All Levels,1.5,Business Finance,2015,10
129,1193288,Accounting Simplified,1,30,3,0,41,All Levels,8.5,Business Finance,2017,05
130,19653,Accounting Skills for Managers,1,20,78,3,10,Beginner Level,1.5,Business Finance,2012,06
131,343886,Accounting Standard 3 - An Analysis,1,25,1888,6,11,Intermediate Level,1,Business Finance,2014,11
132,415802,Accounting Standards Basics (Professional Course Level),1,20,2222,9,12,All Levels,0.7,Business Finance,2015,02
133,891490,"Accounting Superpowers: Learn Accounts, Understand Business!",1,200,1437,96,34,Beginner Level,2.5,Business Finance,2016,08
134,455452,"Accounting, Finance and Banking - A Comprehensive Study",1,180,507,36,395,All Levels,33,Business Finance,2015,03
135,262370,Accounting: Get Hired Without Work Experience,1,100,4661,187,20,All Levels,1,Business Finance,2014,09
136,99324,Acoustic Blues Guitar Lessons,0,0,8217,109,10,Intermediate Level,1,Musical Instruments,2013,09
137,112314,Acoustic Blues Guitar Lessons,1,125,1284,136,40,Intermediate Level,12.5,Musical Instruments,2013,11
138,647276,Acoustic Blues Guitar Lessons,1,75,189,18,101,Intermediate Level,4.5,Musical Instruments,2016,01
139,517148,Acoustic Fingerstyle Guitar Course: Beginner to Advanced,1,200,6565,55,56,All Levels,4,Musical Instruments,2015,08
140,198692,Acoustic Guitar After The Basics,1,45,181,17,25,Intermediate Level,2.5,Musical Instruments,2014,11
141,198690,Acoustic Guitar Basics,0,0,14495,224,21,Beginner Level,2,Musical Instruments,2014,08
142,832514,Acoustic Guitar Lessons For Beginners,1,95,10,3,39,Beginner Level,3,Musical Instruments,2016,04
143,1089062,Add realistic car paint to your pencil drawing in Photoshop!,1,25,17,3,8,Beginner Level,1,Graphic Design,2017,02
144,201894,Add Slide To Your Guitar Playing,1,20,75,2,27,All Levels,0.7,Musical Instruments,2014,05
145,425084,Administering Microsoft SQL Server 2012 Databases - 70-462,1,60,586,65,98,All Levels,5.5,Web Development,2015,03
146,935108,Adobe - Create a professional logo step-by-step (Beauty),1,20,2420,27,21,All Levels,1.5,Graphic Design,2016,08
147,934790,Adobe - Create a professional logo step-by-step (Farming),1,20,214,0,15,All Levels,1,Graphic Design,2016,08
148,951912,Adobe - How to create a professional Video Title/ Web Banner,1,20,1606,8,9,All Levels,0.7,Graphic Design,2016,09
149,895302,Adobe After Effect: Create 15 Advance Motion Graphic Element,1,30,140,6,21,All Levels,2.5,Graphic Design,2016,07
150,1152012,Adobe Experience Manager CMS Basics,1,35,81,14,33,Beginner Level,1,Web Development,2017,05
151,173134,Adobe Flash for Beginners - Build Flash Website From Scratch,1,200,17071,17,15,All Levels,1.5,Web Development,2014,03
152,913194,Adobe Illustrator | Master in 3D,1,25,445,4,14,All Levels,0.5,Graphic Design,2016,07
153,628786,Adobe Illustrator Advanced Vector Artwork,1,90,1538,117,74,All Levels,7.5,Graphic Design,2017,02
154,1022032,Adobe Illustrator CC,1,20,43,12,46,Intermediate Level,9.5,Graphic Design,2016,12
155,536780,Adobe Illustrator CC - From scratch ,1,45,115,12,24,Beginner Level,5.5,Graphic Design,2015,06
156,477634,Adobe Illustrator CC - Print Design for Beginners,1,50,145,35,55,Beginner Level,6,Graphic Design,2016,03
157,1013676,Adobe Illustrator CC 2017 for beginners,1,195,2489,39,12,Beginner Level,1.5,Graphic Design,2017,01
158,1133716,Adobe Illustrator CC Advanced,1,30,11,1,27,Beginner Level,1.5,Graphic Design,2017,03
159,1136446,Adobe Illustrator CC Beginner,1,30,2,0,37,Beginner Level,4,Graphic Design,2017,03
160,140368,Adobe Illustrator CC for beginners,1,20,270,28,118,Beginner Level,8,Graphic Design,2014,12
161,733878,Adobe Illustrator Course in Urdu Basics Level Training,0,0,1433,57,8,Beginner Level,1,Graphic Design,2016,01
162,435138,Adobe Illustrator Creative Cloud:  Mastering the Upgrades,1,20,22,3,57,Intermediate Level,2,Graphic Design,2015,03
163,283038,Adobe Illustrator CS6 باللغة العربية,1,35,48,15,74,All Levels,8,Graphic Design,2014,09
164,585174,Adobe Illustrator Fast Track,1,40,9,0,23,Beginner Level,2.5,Graphic Design,2015,08
165,608090,Adobe Illustrator For Beginners: Design A Typographic Logo,1,30,276,54,27,Beginner Level,1.5,Graphic Design,2015,10
166,905244,Adobe Illustrator For Everyone: Create Detailed Vector Image,1,185,165,17,11,All Levels,1.5,Graphic Design,2016,08
167,872816,Adobe Illustrator in Under 10: Fast info at your Fingertips!,1,30,1,0,34,All Levels,3.5,Graphic Design,2016,06
168,1219520,Adobe Illustrator T-Shirt Design for Merch by Amazon,1,20,390,44,15,All Levels,1,Graphic Design,2017,06
169,983444,Adobe Illustrator Vectors For Hand Letterers,1,100,23,2,9,Beginner Level,0.6,Graphic Design,2016,10
170,452092,Adobe Illustrator: Create a Quick & Easy Unique Illustration,1,95,1418,57,19,Beginner Level,1.5,Graphic Design,2015,03
171,933888,Adobe Illustrator: How to Draw Squared Animals Icons,1,180,2873,38,13,Beginner Level,0.5,Graphic Design,2017,01
172,939882,Adobe Illustrator: Learn Easy Logo Design.,1,20,371,5,26,All Levels,3.5,Graphic Design,2016,09
173,1075366,Adobe InDesign CC 2017 Quick Start,1,35,2,0,29,Beginner Level,2.5,Graphic Design,2017,04
174,981684,Adobe InDesign CC Advanced,1,30,114,24,50,Expert Level,3.5,Graphic Design,2016,10
175,723818,Adobe Indesign CC Başlangıç,0,0,637,21,22,Beginner Level,2.5,Graphic Design,2016,01
176,177584,Adobe InDesign CS6,1,50,5,0,35,Beginner Level,5,Graphic Design,2014,03
177,513212,Adobe InDesign Tips and Tricks,1,80,4,0,8,All Levels,1,Graphic Design,2015,06
178,651014,Adobe Photoshop (Complete Beginner),1,200,98,3,33,Beginner Level,2,Graphic Design,2015,12
179,705444,Adobe Photoshop CC - Fundamentos,1,40,290,49,88,Beginner Level,7.5,Graphic Design,2016,01
180,456388,Adobe Photoshop CC | The Essential Guide,1,20,254,5,81,All Levels,4.5,Graphic Design,2015,05
181,1080584,Adobe Photoshop CC for Photographers Advanced,1,30,1,0,43,Expert Level,2.5,Graphic Design,2017,01
182,986832,Adobe Photoshop CC Introduction,1,30,1,0,55,Beginner Level,4.5,Graphic Design,2016,10
183,1114470,Adobe Photoshop CS6 para Iniciantes,1,40,5,0,63,Beginner Level,7,Graphic Design,2017,02
184,638040,Adobe Photoshop Essentials: Master Adobe Photoshop CS6,1,100,1373,5,63,Beginner Level,2.5,Graphic Design,2015,11
185,872262,Adobe Photoshop pentru Social Media,1,20,0,0,12,Beginner Level,0.6,Graphic Design,2016,06
186,1095488,Adobe photoshop The  Flying Land compositing,1,70,2,0,23,All Levels,2.5,Graphic Design,2017,02
187,632702,Adobe Suite : Unleash your creativity & benefit from it !,1,200,1005,4,46,All Levels,9.5,Graphic Design,2015,11
188,31150,Advance Design of Logos and Brand Identity   ,1,20,34,4,38,All Levels,2,Graphic Design,2013,02
189,845794,Advance JavaScript for Coders: Learn OOP in JavaScript,1,40,334,41,54,Intermediate Level,11.5,Web Development,2016,05
190,855764,Advance Learning Tools Corel Draw Graphics Design,1,40,797,13,70,Beginner Level,14,Graphic Design,2016,05
191,467238,Advance Technical Analysis,1,50,152,6,14,Expert Level,3.5,Business Finance,2015,04
192,990284,Advance Unix : File Processing: AWK | GREP | VIM,1,20,458,2,12,All Levels,1,Web Development,2017,05
193,990532,Advance Unix : File Processing: AWK | SED | GREP | CUT | VIM,1,75,578,40,84,Expert Level,5.5,Web Development,2017,01
194,866584,Advanced Accounting A Complete Study for CA / CMA / CFA / CS,1,150,1535,16,462,All Levels,62,Business Finance,2016,06
195,298558,Advanced Accounting for Investment Banking,1,50,1260,80,38,Intermediate Level,4,Business Finance,2014,10
196,459468,Advanced Bassoon Studies - Learn to Master the Bassoon!​,1,50,197,0,106,All Levels,6.5,Musical Instruments,2015,04
197,1275790,Advanced Butterfly Spreads for Options Income Strategies,1,60,16,1,8,Expert Level,1,Business Finance,2017,07
198,373556,Advanced Clarinet Studies - Learn to Master the Clarinet!,1,50,148,3,77,All Levels,4.5,Musical Instruments,2015,01
199,471328,Advanced Euphonium Studies - Learn to Master the Euphonium!​,1,50,106,7,89,All Levels,6,Musical Instruments,2015,04
200,722682,Advanced Excel functions,1,20,1964,47,15,All Levels,1.5,Business Finance,2016,01
201,960326,Advanced Features in Adobe Illustrator,1,30,1348,6,14,Intermediate Level,1,Graphic Design,2016,10
202,42146,Advanced Finance and Accounting for Startups,1,40,188,7,48,Intermediate Level,6.5,Business Finance,2014,02
203,658766,Advanced Financial Management for CA / CS / CFA /CPA Exams,1,150,375,15,194,All Levels,24.5,Business Finance,2015,11
204,605074,Advanced Flute Studies - Learn to Master the Flute!​,1,50,205,4,95,All Levels,5,Musical Instruments,2015,09
205,368958,Advanced Graphic Design-Photoshop CC 2014 for Photographers,1,20,314,11,19,All Levels,1.5,Graphic Design,2014,12
206,619610,Advanced Horn Studies - Learn to Master the French Horn!​,1,50,46,0,91,All Levels,7,Musical Instruments,2015,09
207,26845,Advanced HTML5 Tutorial for Web Developers,1,50,11847,57,57,All Levels,7.5,Web Development,2012,10
208,670034,Advanced Javascript,1,200,6601,1304,26,Intermediate Level,3.5,Web Development,2015,11
209,212398,Advanced Node.js Development,1,55,2565,32,41,Expert Level,3,Web Development,2014,08
210,899702,Advanced Oboe Studies - Become a Master Oboist!​,1,50,47,0,82,Expert Level,4,Musical Instruments,2016,07
211,42634,"Advanced Options Concepts - Probability, Greeks, Simulation",1,60,968,81,10,Intermediate Level,2,Business Finance,2013,02
212,1269590,Advanced Options Trading Course,1,40,1252,2,6,Intermediate Level,0.5,Business Finance,2017,06
213,737758,Advanced Prezi: Make Amazing Presentations ,1,30,2200,25,12,All Levels,1,Web Development,2016,01
214,781532,Advanced React and Redux,1,140,21998,3326,119,Intermediate Level,12,Web Development,2016,03
215,184324,Advanced Saxophone Studies - Learn to Master the Saxophone!,1,50,215,5,80,Intermediate Level,4,Musical Instruments,2014,03
216,599504,Advanced Scalable Python Web Development Using Flask,1,120,1299,56,71,Intermediate Level,14,Web Development,2016,08
217,530768,Advanced Stock Options for Serious Equity Investors!,1,200,1271,23,7,Expert Level,1.5,Business Finance,2015,09
218,1263966,Advanced Technical Analysis PART1!,1,100,9,1,19,Intermediate Level,3,Business Finance,2017,06
219,866528,Advanced Trombone Studies - Learn to Master the Trombone!,1,50,39,2,136,All Levels,8,Musical Instruments,2016,07
220,188498,Advanced Trumpet Studies - Learn to Master the Trumpet!​,1,50,184,4,82,Intermediate Level,4,Musical Instruments,2014,03
221,459926,Advanced Tuba Studies - Become a Master of the Tuba!​,1,50,173,0,63,All Levels,5,Musical Instruments,2015,04
222,866384,Advanced WordPress Topics: Post Types Taxonomies & Metaboxes,1,95,301,44,91,Intermediate Level,7.5,Web Development,2016,07
223,677802,Adventure Capital: How to pay off debt ,1,20,2895,56,14,Beginner Level,1,Business Finance,2015,11
224,849896,株式投資に必要なスキルの学習手順を学ぶ,1,20,139,36,29,Beginner Level,2,Business Finance,2016,06
225,858764,株式投資に向く性格に変えるための心理学を学ぶ,1,20,58,11,28,All Levels,1.5,Business Finance,2016,06
226,869716,株式投資で本当のテクニカル分析ができるようになる,1,20,68,10,45,Intermediate Level,2.5,Business Finance,2016,07
227,863998,株式投資で本当のファンダメンタル分析ができるようになる,1,20,91,7,30,All Levels,2,Business Finance,2016,06
228,352782,トレーディングビュー徹底攻略2017年版,1,55,952,77,53,All Levels,3,Business Finance,2014,12
229,212952,ビットコイン生態系｜既存通貨が主役をやめる日,1,20,701,55,16,Beginner Level,1.5,Business Finance,2014,06
230,960786,バイナリーオプション取引,1,85,29,3,24,All Levels,0.7,Business Finance,2016,11
231,217978,ブルースギター入門,0,0,462,6,23,All Levels,3.5,Musical Instruments,2014,05
232,1114164,Affinity Designer - making seamless patterns,1,20,35,13,11,All Levels,1,Graphic Design,2017,02
233,1069348,Affinity Designer - tworzenie wzorków,1,20,1,1,11,Beginner Level,1.5,Graphic Design,2017,01
234,1158854,Affinity Designer for beginners,1,20,30,6,23,Beginner Level,4.5,Graphic Design,2017,05
235,1105778,A-Frame WebVR Programming Tutorial Series (Virtual Reality),1,40,6648,16,22,Beginner Level,1.5,Web Development,2017,05
236,956002,After Effects - Alles rund um das Tracking,1,20,1,0,6,Beginner Level,1.5,Graphic Design,2016,09
237,212506,Ahora aprende a tocar jazz en el piano,1,30,4,0,9,All Levels,1.5,Musical Instruments,2014,05
238,691760,Ajax  for Beginners: A Very Basic Introduction,1,65,755,5,18,Beginner Level,2,Web Development,2016,01
239,446608,AJAX : Let's build a COOL project,1,70,4183,292,38,All Levels,3.5,Web Development,2015,03
240,955138,AJAX :basics for beginners,1,35,1241,23,9,All Levels,0.6,Web Development,2016,09
241,16151,AJAX Development,1,20,7867,147,23,All Levels,3,Web Development,2012,05
242,564366,"Ajax in JavaScript and JQuery, with PHP - Creating Chat App",1,200,3399,85,15,All Levels,1.5,Web Development,2015,07
